物品ID,GroupID,名字,物品类,物品小类,使用国籍,使用职业,使用职业分支,使用等级,天境等级,叠放数量,买入基础价格,卖出基础价格,基础物品档次,拾取后广播标志,拥有最多个数,能否放快捷栏,绑定标志位,使用期限,死亡掉落固定概率,物品栏图片_正常,物品栏图片_高亮,物品栏图片_无效,物品图标光效ID,宝箱外观资源ID,宝箱闪烁资源ID,是否任务物品,描述,任务物品丢弃时可以配置,使用次数,作用id,浮动提示,是否需要掷骰子,是否同步扩展数据,怪物掉装的音效ID,跨服海盗,物品价值/礼包售价,价值类型0普通1礼包2绑金,家园仓库0不可1可
23013,23013,会员都尉令,2,12,0,10000,10000,70,,20,100,1,1,0,0,0,61,0,0,2564,2564,2564,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个都尉令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23014,23014,会员先锋令,2,12,0,10000,10000,80,,20,100,1,1,0,0,0,61,0,0,2565,2565,2565,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个先锋令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23015,23015,会员统领令,2,12,0,10000,10000,90,,20,100,1,1,0,0,0,61,0,0,2566,2566,2566,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个统领令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23016,23016,会员偏将令,2,12,0,10000,10000,100,,20,100,1,1,0,0,0,61,0,0,2567,2567,2567,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个偏将令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23017,23017,高级会员校尉令,2,12,0,10000,10000,50,,20,100,1,1,0,0,0,61,0,0,2568,2568,2568,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个会员校尉令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23018,23018,高级会员都尉令,2,12,0,10000,10000,70,,20,100,1,1,0,0,0,61,0,0,2569,2569,2569,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个会员都尉令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23019,23019,高级会员先锋令,2,12,0,10000,10000,80,,20,100,1,1,0,0,0,61,0,0,2570,2570,2570,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个会员先锋令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23020,23020,高级会员统领令,2,12,0,10000,10000,90,,20,100,1,1,0,0,0,61,0,0,2571,2571,2571,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个会员统领令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
23021,23021,高级会员偏将令,2,12,0,10000,10000,100,,20,100,1,1,0,0,0,61,0,0,2572,2572,2572,0,4427,1008,0,凭此物可以去落日沙漠[red]军团装备官（30，23）[/red]处兑换统领套装奖励。<br>完成粮草先行，保卫国土，边境刺探，边境养马任务可以获得。<br>右键点击可以分解成一个会员偏将令<br>荣耀属于军团,,1,0,,0,0,0,0,1,0,0
24000,24000,地宫烟火,2,16,0,10000,10000,75,,1000,100,1,7,32,0,0,124,0,0,1741,1741,1741,0,4427,1008,0,殷墟地宫专用烟火,,1,24000,,3,0,0,0,200,0,0
24001,24001,超级商人礼包,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到SSS的玩家即可获得<br><br>开启有一定几率获得坐骑与较多的羽灵石、遁地符、记忆符与绑定银两奖励,,1,24001,,0,0,0,0,1,0,0
24002,24002,大商人礼包,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1417,1417,1417,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到S的玩家即可获得<br><br>开启有几率获得较多的羽灵石、遁地符、记忆符与绑定银两奖励,,1,24002,,0,0,0,0,1,0,0
24003,24003,运商礼包,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1420,1420,1420,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到B的玩家即可获得<br><br>开启有几率获得羽灵石、遁地符、记忆符与绑定银两奖励,,1,24003,,0,0,0,0,1,0,0
24004,24004,经验珠,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1686,1686,1686,0,4427,1008,0,开启可以获得丰厚经验,,1,24004,,0,0,0,0,1,0,0
24005,24005,经验珠,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1686,1686,1686,0,4427,1008,0,开启可以获得丰厚经验,,1,24005,,0,0,0,0,1,0,0
24006,24006,经验珠,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1686,1686,1686,0,4427,1008,0,开启可以获得丰厚经验,,1,24006,,0,0,0,0,1,0,0
24007,24007,1锭银两包,2,12,0,10000,10000,69,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得1锭绑定银两,,1,24007,,0,0,0,0,1,0,0
24008,24008,3锭银两包,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得3锭绑定银两,,1,24008,,0,0,0,0,1,0,0
24009,24009,5锭银两包,2,12,0,10000,10000,60,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得5锭绑定银两,,1,24009,,0,0,0,0,1,0,0
24010,24010,10锭银两包,2,12,0,10000,10000,60,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得10锭绑定银两,,1,24010,,0,0,0,0,1,0,0
24011,24011,15锭银两包,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得15锭绑定银两,,1,24011,,0,0,0,0,1,0,0
24012,24012,20锭银两包,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得20锭绑定银两,,1,24012,,0,0,0,0,1,0,0
24013,24013,经验珠,2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1686,1686,1686,0,4427,1008,0,开启可以获得丰厚经验,,1,24013,,0,0,0,0,1,0,0
24014,24014,炼化石兑换卡,2,12,0,10000,10000,45,,1000,100,1,1,0,0,0,61,0,0,1864,1864,1864,0,4427,1008,0,开启可以获得炼化石,,1,24014,,0,0,0,0,1,0,0
24015,24015,万宝箱,2,12,0,10000,10000,60,,10,100,1,1,0,0,0,124,0,0,1414,1414,1414,0,4427,1008,0,开启有几率获得炼化石，绑定金币,,1,24015,,0,0,0,0,1,0,0
24016,24016,婚姻石,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1730,1730,1730,0,4427,1008,0,开启有几率获得炼化石，经验，历练声望，绑定银两,,1,24016,,0,0,0,0,1,0,0
24017,24017,经验宝珠,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1688,1668,1668,0,4427,1008,0,开启可以获得经验,,1,24017,,0,0,0,0,1,0,0
24018,24018,时装宝箱（2天）,2,12,0,10000,10000,10,,10,100,1,1,0,0,0,61,0,0,1414,1414,1414,0,4427,1008,0,开启可以获得有效期2天的体验时装,,1,24018,,0,0,0,0,1,0,0
24019,24019,历练声望珠,2,12,0,10000,10000,10,,10,100,1,1,0,0,1,61,0,0,1688,1668,1668,0,4427,1008,0,开启可以获得历练声望珠,,1,24019,,0,0,0,0,1,0,0
24020,24020,副本声望珠,2,12,0,10000,10000,10,,10,100,1,1,0,0,1,61,0,0,1685,1685,1685,0,4427,1008,0,开启可以获得副本声望珠,,1,24020,,0,0,0,0,1,0,0
24021,24021,10绑定金币包,2,16,0,10000,10000,1,,100,100,1,1,0,0,0,61,0,0,1802,1802,1802,0,4427,1008,0,开启可以获得10绑定金币<br><br>[yellow]开启会员礼包获得[/yellow],,1,24021,,0,0,0,0,1,0,0
24022,24022,1锭绑银包,2,16,0,10000,10000,1,,50,100,1,1,0,0,0,61,0,0,1421,1421,1421,0,4427,1008,0,开启可获得1锭绑定银两<br><br>[yellow]开启会员礼包获得[/yellow],,1,24022,,0,0,0,0,1,0,0
24023,24023,会员礼包,2,16,0,10000,10000,1,,9999,100,1,1,0,0,0,124,0,0,1780,1780,1780,0,4427,1008,0,开启必定获得炼化石<br><br>随机获得绑定金币、绑定银两、低级家族集结令、复活石、[yellow]神魂丹[/yellow]、[yellow]神明银币[/yellow]<br><br>[yellow]会员等级越高，获得的道具越好<br><br>会员等级可在角色界面查看[/yellow]<br><br>[green]来源：今日活跃值达到15，击杀野外同等级段怪物随机获得会员礼包[/green],,1,24023,,0,0,0,0,1,0,0
22001,22001,鼎片,2,12,0,10000,10000,0,,10,100,0,1,1,0,1,61,0,0,1700,1700,1700,0,4427,1008,1,任务物品,,0,0,,1,0,0,0,1,0,0
24024,24024,25锭银两包,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得25锭绑定银两,,1,24024,,0,0,0,0,1,0,0
24025,24025,30锭银两包,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1863,1863,1863,0,4427,1008,0,开启可以获得30锭绑定银两,,1,24025,,0,0,0,0,1,0,0
24026,24026,炼化石礼包,2,12,0,10000,10000,79,,1000,100,1,1,0,0,0,61,0,0,1413,1413,1413,0,4427,1008,0,开启有几率获得炼化石,,1,24026,,0,0,0,0,1,0,0
24027,24027,炼化石礼包,2,12,0,10000,10000,79,,1000,100,1,1,0,0,0,61,0,0,1413,1413,1413,0,4427,1008,0,开启有几率获得炼化石,,1,24027,,0,0,0,0,1,0,0
24028,24028,炼化石礼包,2,12,0,10000,10000,79,,1000,100,1,1,0,0,0,61,0,0,1413,1413,1413,0,4427,1008,0,开启有几率获得炼化石,,1,24028,,0,0,0,0,1,0,0
24029,24029,超级商人百宝袋,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1698,1698,1698,0,4427,1008,0,开启有一定几率获得翅膀与较多的羽灵石、遁地符、记忆符与绑定银两奖励,,1,24029,,0,0,0,0,1,0,0
24030,24030,大商人百宝袋,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1698,1698,1698,0,4427,1008,0,开启有几率获得较多的羽灵石、遁地符、记忆符与绑定银两奖励,,1,24030,,0,0,0,0,1,0,0
24031,24031,运商百宝袋,2,12,0,10000,10000,79,,1,100,1,1,0,0,0,61,0,0,1698,1698,1698,0,4427,1008,0,开启有几率获得羽灵石、遁地符、记忆符与绑定银两奖励,,1,24031,,0,0,0,0,1,0,0
24032,24032,翅膀兑换卡,2,12,0,10000,10000,1,,1,100,1,1,0,0,0,61,0,0,1864,1864,1864,0,4427,1008,0,开启有几率获得翅膀,,1,24032,,0,0,0,0,1,0,0
24033,24033,决斗大礼包,2,12,0,10000,10000,1,,1,100,1,1,0,0,0,61,0,0,1389,1389,1389,0,4427,1008,0,[yellow]开启获得：<br>公会特权卡(1级)<br>宠物珠·广寒仙兔<br>昆仑清露<br>绑定金币300[/yellow]<br><br>[red]无法与结义卡、新手卡同时激活[/red],,1,24033,,0,0,0,0,1,0,0
24034,24034,网吧大礼包,2,12,0,10000,10000,1,,1,100,1,1,0,0,0,61,0,0,1389,1389,1389,0,4427,1008,0,[yellow]开启获得：<br>公会特权卡(1级)<br>宠物珠·广寒仙兔<br>昆仑清露<br>绑定金币300[/yellow]<br><br>[red]无法与结义卡、新手卡同时激活[/red],,1,24034,,0,0,0,0,1,0,0
24035,24035,超级商人礼包(声望类),2,12,0,10000,10000,79,,10,100,1,1,0,0,1,61,0,0,1415,1415,1415,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到SSS的玩家即可获得<br><br>开启有一定几率获得坐骑与较多的炼化石、遁地符与绑定银两奖励,,1,24035,,0,0,0,0,1,0,0
24036,24036,大商人礼包(声望类),2,12,0,10000,10000,79,,10,100,1,1,0,0,1,61,0,0,1417,1417,1417,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到S的玩家即可获得<br><br>开启有几率获得较多的炼化石、遁地符与绑定银两奖励,,1,24036,,0,0,0,0,1,0,0
24037,24037,运商礼包(声望类),2,12,0,10000,10000,79,,10,100,1,1,0,0,1,61,0,0,1420,1420,1420,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到B的玩家即可获得<br><br>开启有几率获得炼化石、遁地符与绑定银两奖励,,1,24037,,0,0,0,0,1,0,0
24038,24038,超级商人礼包(翅膀类),2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1415,1415,1415,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到SSS的玩家即可获得<br><br>开启有一定几率获得坐骑与较多的羽灵石、遁地符与绑定银两奖励,,1,24038,,0,0,0,0,1,0,0
24039,24039,大商人礼包(翅膀类),2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1417,1417,1417,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到S的玩家即可获得<br><br>开启有几率获得较多的羽灵石、遁地符与绑定银两奖励,,1,24039,,0,0,0,0,1,0,0
24040,24040,运商礼包(翅膀类),2,12,0,10000,10000,79,,10,100,1,1,0,0,0,61,0,0,1420,1420,1420,0,4427,1008,0,运商活动礼包<br><br>完成运商活动，评价达到B的玩家即可获得<br><br>开启有几率获得羽灵石、遁地符与绑定银两奖励,,1,24040,,0,0,0,0,1,0,0
24041,24041,羽化露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，服用后1小时内打怪获得翅膀经验提高2倍，但同时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴翅膀才能获得翅膀经验，否则无法获得翅膀经验，只有绑定的翅膀才能获得翅膀经验加倍效果[/yellow],,1,24041,,3,0,0,0,1,0,0
24042,24042,飞仙露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加1小时3.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24042,,3,0,0,0,1,0,0
24043,24043,羽化飞仙露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加1小时4.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24043,,3,0,0,0,1,0,0
24044,24044,羽化飞升露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加1小时5.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24044,,3,0,0,0,1,0,0
24045,24045,羽化露（精良）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，服用后2小时内打怪获得翅膀经验提高2倍，但同时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴翅膀才能获得翅膀经验，否则无法获得翅膀经验，只有绑定的翅膀才能获得翅膀经验加倍效果[/yellow],,1,24045,,3,0,0,0,1,0,0
24046,24046,飞仙露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加2小时3.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24046,,3,0,0,0,1,0,0
24047,24047,羽化飞仙露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加2小时4.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24047,,3,0,0,0,1,0,0
24048,24048,羽化飞升露（普通）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加1.5小时5.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24048,,3,0,0,0,1,0,0
24049,24049,羽化飞升露（精良）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加2小时5.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24049,,3,0,0,0,1,0,0
24050,24050,羽化飞升露（完美）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加3小时5.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24050,,3,0,0,0,1,0,0
24051,24051,羽化飞升露（神品）,2,12,0,10000,10000,1,,9999,100,1,1,33,0,0,124,0,0,2083,2083,2083,0,4427,1008,0,神奇的露水，使用后可为[yellow]“龙涎果”[/yellow]增加4小时5.0倍翅膀经验加成时间，开启翅膀经验加成时自身经验减少20%<br><br>[yellow]运商活动可以获得[/yellow]<br><br>[yellow]注：角色需要佩戴绑定翅膀才能获得翅膀经验加倍效果[/yellow],,1,24051,,3,0,0,0,1,0,0
24052,24052,高级变形卷轴：无天,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的高级变形卷轴，其中储存了强大的魔力可以提升自身实力，并可以改变生物形态。[red]<br>一次性消耗物品<br>[/red],,1,24052,,1,0,0,0,1,0,0
24053,24053,高级变形卷轴：北冥之主,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的高级变形卷轴，其中储存了强大的魔力可以提升自身实力，并可以改变生物形态。[red]<br>一次性消耗物品<br>[/red],,1,24053,,1,0,0,0,1,0,0
24054,24054,高级变形卷轴：月神,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的高级变形卷轴，其中储存了强大的魔力可以提升自身实力，并可以改变生物形态。[red]<br>一次性消耗物品<br>[/red],,1,24054,,1,0,0,0,1,0,0
24055,24055,中级变形卷轴：龙龟,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的中级变形卷轴，其中储存了神秘的魔力，并可以改变生物形态。[red]<br>一次性消耗物品<br>可对其他玩家使用<br>[/red],,1,24055,,1,0,0,0,1,0,0
24056,24056,中级变形卷轴：烤猪,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的中级变形卷轴，其中储存了神秘的魔力，并可以改变生物形态。[red]<br>一次性消耗物品<br>可对其他玩家使用<br>[/red],,1,24056,,1,0,0,0,1,0,0
24057,24057,中级变形卷轴：蜘蛛,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的中级变形卷轴，其中储存了神秘的魔力，并可以改变生物形态。[red]<br>一次性消耗物品<br>可对其他玩家使用<br>[/red],,1,24057,,1,0,0,0,1,0,0
24058,24058,中级变形卷轴：癞蛤蟆,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1765,1765,1765,0,4427,1008,0,上古天师制作的中级变形卷轴，其中储存了神秘的魔力，并可以改变生物形态。[red]<br>一次性消耗物品<br>可对其他玩家使用<br>[/red],,1,24058,,1,0,0,0,1,0,0
24059,24059,低级变形卷轴：虎豹骑,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1766,1766,1766,0,4427,1008,0,上古天师制作的低级变形卷轴，可以改变生物形态。[red]<br>一次性消耗物品<br>[/red],,1,24059,,1,0,0,0,1,0,0
24060,24060,低级变形卷轴：狐神,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1766,1766,1766,0,4427,1008,0,上古天师制作的低级变形卷轴，可以改变生物形态。[red]<br>一次性消耗物品<br>[/red],,1,24060,,1,0,0,0,1,0,0
24061,24061,低级变形卷轴：天将,2,16,0,10000,10000,0,,10,100,1,1,0,0,1,61,0,0,1766,1766,1766,0,4427,1008,0,上古天师制作的低级变形卷轴，可以改变生物形态。[red]<br>一次性消耗物品<br>[/red],,1,24061,,1,0,0,0,1,0,0
24062,24062,网吧特权礼包,2,12,0,10000,10000,1,,1,100,1,1,0,0,0,61,0,0,1389,1389,1389,0,4427,1008,0,开启可以有几率获得绑定金币，绑定银两<br>网吧在线一小时获得,,1,24062,,0,0,0,0,1,0,0
24063,24063,网吧至尊礼包,2,12,0,10000,10000,1,,1,100,1,1,0,0,0,61,0,0,1389,1389,1389,0,4427,1008,0,开启可以有几率获得绑定金币，绑定银两，道具物品<br>网吧在线二小时获得,,1,24063,,0,0,0,0,1,0,0
24064,24064,开心网友远征令(青铜),2,12,0,10000,10000,45,,1,100,1,7,0,0,0,61,0,0,2577,2577,2577,0,4427,1008,0,[blue]开心网友远征活动物品，完成目标使命后获得[/blue]<br>[yellow]右键点击打开，可获得500绑定金币[/yellow],,1,24064,,0,0,0,0,1,0,0
24065,24065,开心网友远征令(白银),2,12,0,10000,10000,45,,1,100,1,7,0,0,0,61,0,0,2578,2578,2578,0,4427,1008,0,[blue]开心网友远征活动物品，完成目标使命后获得[/blue]<br>[yellow]右键点击打开，可获得600绑定金币[/yellow],,1,24065,,0,0,0,0,1,0,0
